id,file_name,#instances,#categories,shooting angle,complete or partial ,color,category_name,segmentation,area,bbox,iscrowd
11,000011.jpg,1,1,side,partial,purple,dent,"[[470.12, 112.32, 463.56, 116.87, 460.53, 124.44, 457.0, 132.51, 453.97, 140.08, 450.94, 147.14, 449.93, 154.71, 455.48, 160.77, 464.06, 158.25, 469.61, 152.19, 476.17, 146.14, 481.22, 139.57, 487.27, 134.02, 490.3, 126.45, 489.29, 118.88, 486.77, 111.31, 479.2, 112.32]]",1171.0,"[449.93, 111.31, 40.37, 49.46]",0
12,000012.jpg,2,1,front,partial,white,dent,"[[514.53, 105.26, 522.6, 100.72, 528.15, 95.17, 531.68, 87.6, 534.71, 80.53, 539.25, 72.46, 543.29, 65.9, 549.85, 61.86, 558.43, 62.36, 565.49, 65.9, 572.56, 68.92, 579.62, 73.47, 586.19, 77.5, 590.73, 84.06, 591.74, 91.63, 592.75, 99.2, 585.18, 100.21, 577.1, 101.22, 569.03, 103.24, 561.46, 104.75, 553.38, 106.27, 544.8, 108.29, 537.23, 110.31, 529.16, 111.82, 521.59, 112.32]]",2286.0,"[514.53, 61.86, 78.22, 50.46]",0
13,000013.jpg,4,3,side,complete,silver,crack,"[[750.7, 215.78, 754.74, 208.71, 760.79, 200.64, 767.35, 194.08, 772.4, 188.02, 778.96, 182.47, 786.02, 175.91, 794.1, 169.85, 800.15, 164.81, 807.22, 160.27, 814.28, 157.24, 821.35, 160.27, 824.38, 167.83, 830.94, 173.89, 838.0, 177.42, 836.99, 185.5, 829.93, 190.54, 823.37, 195.09, 814.79, 199.12, 807.72, 202.15, 798.64, 206.19, 740.61, 233.94]]",2749.0,"[740.61, 157.24, 97.39, 76.7]",0
14,000014.jpg,4,3,side,partial,silver,crack,"[[874.34, 131.0, 870.3, 137.56, 865.76, 146.14, 862.73, 153.7, 859.2, 160.77, 856.17, 167.83, 854.66, 175.4, 861.72, 178.43, 869.29, 174.4, 876.36, 171.37, 878.88, 163.29, 880.9, 154.71, 881.91, 147.14, 884.93, 139.57, 886.95, 132.01, 881.4, 126.96]]",829.0,"[854.66, 126.96, 32.29, 51.47]",0
15,000015.jpg,1,1,side,partial,white,dent,"[[484.45, 162.65, 477.84, 179.18, 475.63, 195.71, 471.22, 212.24, 466.82, 230.98, 462.41, 248.61, 455.8, 264.04, 449.18, 279.47, 444.78, 296.0, 439.27, 312.53, 431.55, 327.96, 427.14, 344.49, 422.73, 361.02, 418.33, 377.55, 413.92, 394.08, 408.41, 410.61, 402.9, 427.14, 394.08, 441.47, 378.65, 449.18, 363.22, 458.0, 366.53, 474.53, 368.73, 492.16, 369.84, 509.8, 376.45, 527.43, 385.27, 558.29, 390.78, 574.82, 399.59, 589.14, 415.02, 595.76, 431.55, 596.86, 449.18, 596.86, 466.82, 596.86, 483.35, 597.96, 500.98, 600.16, 518.61, 600.16, 534.04, 592.45, 549.47, 582.53, 563.8, 572.61, 579.22, 561.59, 593.55, 552.78, 607.88, 540.65, 615.59, 525.22, 616.69, 507.59, 617.8, 489.96, 621.1, 473.43, 623.31, 455.8, 623.31, 438.16, 623.31, 420.53, 623.31, 399.59, 623.31, 367.63, 621.1, 351.1, 617.8, 332.37, 617.8, 314.73, 615.59, 298.2, 611.18, 281.67, 603.47, 223.27, 593.55, 195.71, 584.73, 181.39, 569.31, 169.27, 552.78, 161.55, 531.84, 157.14, 513.1, 157.14]]",81797.0,"[363.22, 157.14, 260.09, 443.02]",0
16,000016.jpg,4,2,side,partial,black,scratch,"[[639.55, 203.39, 648.63, 206.23, 657.14, 210.2, 665.08, 214.17, 674.15, 219.27, 679.82, 226.08, 684.93, 233.45, 688.33, 241.96, 693.43, 250.47, 696.27, 258.98, 692.87, 267.48, 683.79, 271.45, 675.28, 274.29, 665.08, 276.56, 656.0, 279.4, 647.49, 282.8, 640.12, 287.34, 633.31, 293.57, 625.94, 298.11, 621.4, 290.74, 619.13, 282.23, 615.16, 274.29, 611.76, 266.35, 608.93, 257.28, 605.52, 248.77, 603.25, 239.13, 603.82, 229.48, 608.36, 220.98, 614.03, 213.6, 620.84, 207.36, 629.91, 203.96]]",5658.0,"[603.25, 203.39, 93.02, 94.72]",0
17,000017.jpg,1,1,side,partial,gray,dent,"[[319.52, 293.19, 332.29, 293.19, 345.85, 293.19, 357.82, 297.18, 372.18, 299.57, 384.15, 301.17, 395.32, 296.38, 406.49, 290.8, 418.46, 287.61, 430.43, 286.81, 446.38, 289.2, 459.15, 289.2, 471.91, 287.61, 484.68, 284.41, 496.65, 282.82, 507.02, 289.2, 505.43, 301.17, 501.44, 313.14, 493.46, 322.71, 478.3, 322.71, 465.53, 322.71, 452.77, 323.51, 440.8, 328.3, 429.63, 336.28, 418.46, 341.06, 402.5, 343.46, 388.14, 344.26, 375.37, 345.05, 361.81, 345.85, 319.52, 339.47, 313.94, 322.71, 313.14, 310.74]]",8294.0,"[313.14, 282.82, 193.88, 63.03]",0
18,000018.jpg,3,1,side,partial,gray,dent,"[[114.16, 302.61, 100.94, 313.63, 93.22, 329.06, 88.82, 345.59, 85.51, 362.12, 84.41, 379.76, 83.31, 396.29, 83.31, 415.02, 88.82, 431.55, 102.04, 443.67, 119.67, 445.88, 137.31, 445.88, 153.84, 448.08, 170.37, 441.47, 175.88, 424.94, 178.08, 408.41, 178.08, 389.67, 176.98, 373.14, 173.67, 356.61, 168.16, 338.98, 162.65, 321.35, 153.84, 307.02, 141.71, 294.9, 125.18, 293.8]]",11893.0,"[83.31, 293.8, 94.77, 154.28]",0
19,000019.jpg,1,1,front,partial,gray,dent,"[[722.49, 302.61, 705.96, 309.22, 688.33, 315.84, 671.8, 321.35, 657.47, 330.16, 645.35, 345.59, 636.53, 361.02, 626.61, 376.45, 618.9, 391.88, 615.59, 410.61, 613.39, 428.24, 612.29, 445.88, 610.08, 462.41, 610.08, 480.04, 616.69, 496.57, 625.51, 512.0, 634.33, 526.33, 646.45, 538.45, 662.98, 542.86, 679.51, 545.06, 696.04, 550.57, 712.57, 554.98, 729.1, 558.29, 745.63, 562.69, 762.16, 566.0, 779.8, 568.2, 798.53, 570.41, 815.06, 573.71, 833.8, 573.71, 850.33, 570.41, 860.24, 556.08, 873.47, 545.06, 883.39, 529.63, 885.59, 513.1, 887.8, 494.37, 890.0, 477.84, 893.31, 458.0, 896.61, 438.16, 896.61, 416.12, 894.41, 399.59, 890.0, 381.96, 882.29, 364.33, 874.57, 348.9, 865.76, 333.47, 853.63, 319.14, 836.0, 311.43, 818.37, 305.92, 801.84, 304.82, 783.1, 304.82, 766.57, 301.51, 748.94, 301.51]]",64142.0,"[610.08, 301.51, 286.53, 272.2]",0
20,000020.jpg,3,1,front,partial,silver,dent,"[[350.0, 75.59, 334.57, 84.41, 319.14, 97.63, 307.02, 110.86, 301.51, 127.39, 299.31, 143.92, 296.0, 160.45, 289.39, 176.98, 286.08, 193.51, 283.88, 210.04, 273.96, 233.18, 268.45, 249.71, 262.94, 267.35, 259.63, 283.88, 256.33, 300.41, 253.02, 318.04, 248.61, 334.57, 245.31, 351.1, 240.9, 368.73, 234.29, 387.47, 228.78, 404.0, 223.27, 421.63, 218.86, 439.27, 213.35, 455.8, 206.73, 471.22, 197.92, 489.96, 190.2, 505.39, 181.39, 520.82, 170.37, 535.14, 163.76, 550.57, 167.06, 567.1, 181.39, 575.92, 196.82, 585.84, 212.24, 593.55, 230.98, 600.16, 248.61, 604.57, 267.35, 608.98, 283.88, 610.08, 302.61, 610.08, 318.04, 602.37, 334.57, 597.96, 352.2, 590.24, 367.63, 583.63, 384.16, 575.92, 399.59, 566.0, 415.02, 558.29, 429.35, 548.37, 442.57, 536.24, 458.0, 526.33, 472.33, 515.31, 486.65, 506.49, 500.98, 495.47, 510.9, 478.94, 516.41, 462.41, 523.02, 444.78, 527.43, 428.24, 531.84, 410.61, 535.14, 392.98, 539.55, 376.45, 542.86, 359.92, 546.16, 343.39, 547.27, 326.86, 548.37, 309.22, 549.47, 292.69, 549.47, 272.86, 549.47, 254.12, 547.27, 219.96, 542.86, 203.43, 536.24, 186.9, 529.63, 169.27, 520.82, 154.94, 514.2, 139.51, 505.39, 124.08, 493.27, 110.86, 480.04, 98.73, 463.51, 93.22, 446.98, 87.71, 430.45, 82.2, 413.92, 77.8, 395.18, 74.49, 378.65, 72.29]]",137725.0,"[163.76, 72.29, 385.71, 537.79]",0
